CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE,COUNTY,CITY,POINT_X,POINT_Y
6601194,2014,2014-09-04,3711,2014-08-13,0923,5061,,3,5,7,3711,0,0,0,,0,521,"C ST","11TH ST",40.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,21453,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.15458039000001,32.71679134
6601687,2014,2014-09-10,3711,2014-08-23,1230,7086,,6,5,7,3711,0,0,0,,0,832,"EL CAJON BL","COPELAND AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,17,22517,,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,-,,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.10404002999999,32.755210060000003
6601711,2014,2016-05-16,3711,2014-08-20,1210,3633,,3,5,7,3711,0,0,0,,0,713,"SIEMPRE VIVA RD","RT 905",0.00,,Y,A,-,Y,SD,11,905,-,R,11.266,R,1,E,N,4,0,1,2,A,-,05,21650,,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-116.94105705,32.556649219999997
6601724,2014,2014-09-24,3711,2014-08-24,1037,6717,,7,5,7,3711,0,0,0,,0,512,"HARBOR DR","SCHLEY ST",540.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,1,A,-,08,22107,,N,H,A,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.13804764,32.692120959999997
6601732,2014,2014-09-25,3711,2014-08-20,1447,6493,,3,5,7,3711,0,0,0,,0,313,"SPECTRUM CTR BL","RUFFIN RD",0.00,,Y,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,21453,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.12745008,32.825390079999998
6601735,2014,2014-09-10,3711,2014-08-25,1131,6852,,1,5,7,3711,0,0,0,,0,313,"CLAIREMONT MESA BL","MERCURY ST",400.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,N,D,G,A,A,H,-,A,-,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.14760232,32.83287
6601741,2014,2014-09-10,3711,2014-08-12,1825,5916,,2,5,7,3711,0,0,0,,0,123,"FIESTA ISLAND RD","FIESTA ISLAND RD 1000",0.00,,Y,B,-,N,,,,,,,,,,Y,2,0,11,12,A,-,17,21657,,N,A,G,A,A,H,-,A,D,0,,Y,,,Y,,A,01,2,7,2,0,0,0,11,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.22203165000001,32.780072840000003
6603202,2014,2014-09-08,3711,2014-08-04,1340,6358,,1,5,7,3711,0,0,0,,0,524,BROADWAY,"6TH AV",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,"- ",,,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.15925,32.715710090000002
6608060,2014,2014-09-09,3711,2014-08-14,2141,7017,SD,4,5,7,3711,0,0,0,,0,614,"CAPE MAY","CABLE ST",45.00,W,N,-,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,-,-,A,A,H,-,C,D,0,,Y,,,Y,Y,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.24723772999999,32.748382810000003
6610054,2014,2014-09-16,3711,2014-08-20,2304,HB5627,,3,5,7,3711,0,0,0,,0,504,"W HARBOR DR","MARKET PL",210.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,N,D,G,A,A,H,-,C,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.16765644,32.710630459999997
6610070,2014,2014-09-16,3711,2014-08-01,1102,HB5404,,5,5,7,3711,0,0,0,,0,503,"HARBOR ISLAND","HARBOR ISLAND DR 1000",0.00,,Y,-,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22101,D,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.19182819,32.724695650000001
6611619,2014,2014-09-19,3711,2014-08-12,1430,6576,MIDCI,2,5,7,3711,0,0,0,,0,813,"EL CAJON BL","KANSAS ST",150.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,N,C,G,A,A,A,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.13093373,32.755400000000002
6611854,2014,2014-09-23,3711,2014-08-28,1024,6469,,4,5,7,3711,0,0,0,,0,432,"IMPERIAL AV","5100 IMPERIAL AV",5.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,17,21200,A,N,C,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",,
6611925,2014,2014-10-03,3711,2014-09-01,0915,4300,,1,5,7,3711,0,0,0,,0,531,"MORLEY FIELD DR","PARK BL",1320.00,E,N,B,-,N,,,,,,,,,,N,3,0,1,1,A,-,"- ",,,N,H,-,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.14325718000001,32.739822850000003
6612232,2014,2014-09-16,3711,2014-08-26,1915,7180,SANDI,2,5,7,3711,0,0,0,,0,832,MARLBOROUGH,UNIVERSITY,4.00,N,N,A,-,N,,,,,,,,,,Y,4,0,1,2,-,-,"- ",,,N,A,G,A,A,H,-,B,D,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.10568988,32.749690960000002
6612588,2014,2014-09-22,3711,2014-08-22,0017,5393,,5,5,7,3711,0,0,0,,0,822,"EL CAJON BL","55TH ST",92.00,E,N,A,-,N,,,,,,,,,,N,2,0,2,2,A,-,03,22350,,N,D,C,A,A,H,-,D,D,0,,Y,,,Y,,L,04,1,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.07581541,32.758349279999997
6612592,2014,2014-09-19,3711,2014-08-19,0930,5197,,2,5,7,3711,0,0,0,,0,526,"ASH ST","5TH AV",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,1,D,-,00,,,N,H,A,A,A,H,-,A,A,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.16019006000001,32.719890020000001
6612616,2014,2014-09-22,3711,2014-08-27,1846,7179,,3,5,7,3711,0,0,0,,0,611,ROSECRANS,"ROOSEVELT RD",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,11,21456,,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.21686004999999,32.739220029999998
6612620,2014,2014-09-22,3711,2014-08-26,1210,5668,,2,5,7,3711,0,0,0,,0,611,"ROSECRANS ST","MOORE ST",75.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,1,A,-,08,22107,,N,E,-,A,A,A,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.20239458,32.754014669999997
6613388,2014,2014-09-30,3711,2014-09-03,1712,5953,,3,5,7,3711,0,0,0,,0,516,"J ST","33RD ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,2,2,A,-,12,22450,A,N,H,B,B,A,H,-,A,A,0,Y,Y,,,Y,,L,04,0,2,0,0,1,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.12225006,32.710000100000002
6613400,2014,2014-10-02,3711,2014-09-05,1108,7048,,5,5,7,3711,0,0,0,,0,122,"CASS ST",TOURMALINE,70.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,B,E,A,A,H,-,-,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.25504771,32.807865479999997
6613416,2014,2014-10-02,3711,2014-09-04,1720,4491,,4,5,7,3711,0,0,0,,0,521,MARKET,"PARK BL",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21802,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.15375001,32.71153004
6613423,2014,2014-10-27,3711,2014-09-04,1712,5335,,4,5,7,3711,0,0,0,,0,234,"WEST BERNARDO DR","RANCHO BERNARDO RD",528.00,S,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,"- ",,,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.08188918,33.022516150000001
6613439,2014,2014-09-30,3711,2014-09-03,1821,6684,,3,5,7,3711,0,0,0,,0,432,"EUCLID AV","NARANJA ST",50.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,10,21950,A,M,D,G,A,A,H,-,A,A,0,,Y,,,Y,,-,,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.08504000000001,32.708766959999998
6613686,2014,2016-01-05,3711,2014-07-03,0916,5450,,4,5,7,3711,0,0,0,,0,121,"WEST MISSION BAY DR","MISSION BL",230.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.2503844,32.772053749999998
6614849,2014,2016-05-21,9645,2014-08-07,1948,20867,,4,2,7,3711,0,1,1,,2,015,"RT 805","OTHELLO AV",1320.00,S,N,A,-,Y,SD,11,805,-,-,21.030,H,-,N,N,2,0,1,2,A,-,08,22107,,N,D,G,A,A,H,-,C,D,1,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.15731769999999,32.813728130000001
6619632,2014,2014-10-27,3711,2014-09-02,1620,7189,,2,5,7,3711,0,0,0,,0,838,"WILSON AV","EL CAJON BL",0.00,,Y,-,-,N,,,,,,,,,,Y,3,0,1,2,A,-,09,21802,A,N,-,G,A,-,-,-,-,D,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.11683001,32.75530011
6621799,2014,2014-09-27,3711,2014-03-17,1330,5876,WESTE,1,5,7,3711,0,0,0,,0,623,"BIKE PATH","PACIFIC HWY",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,3,3,A,-,05,21650,,N,A,G,A,A,H,-,A,-,0,,Y,,,Y,,L,04,0,2,1,0,0,0,3,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",,
6625450,2014,2014-10-07,3711,2014-09-08,1910,7085,SANDI,1,5,7,3711,0,0,0,,0,123,"INGRAHAM ST","LA PLAYA AV",58.00,S,N,A,-,N,,,,,,,,,,Y,4,0,1,2,A,-,"- ",,,M,G,G,A,A,H,-,A,D,0,,Y,,,Y,,A,08,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.23743306,32.788586129999999
6625513,2014,2014-10-14,3711,2014-09-07,2142,7145,,7,5,7,3711,0,0,0,,0,517,BROADWAY,"21ST ST",5.00,W,N,B,-,N,,,,,,,,,,N,4,0,1,2,A,-,05,21202,A,N,H,-,D,A,H,-,C,D,0,Y,Y,,,Y,,-,"- ",0,0,1,0,1,0,0,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.14494620000001,32.715779830000002
6625517,2014,2014-10-14,3711,2014-09-06,0751,6895,,6,5,7,3711,0,0,0,,0,813,"CYPRESS AV","FLORIDA ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,1,A,-,03,22350,,N,H,A,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.14372007,32.744330060000003
6629333,2014,2014-10-09,3711,2014-09-10,1150,7048,,3,5,7,3711,0,0,0,,0,122,"LAW ST",CASS,0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21800,A,M,B,G,A,A,H,-,A,A,0,,Y,,,Y,Y,-,,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.25355003999999,32.802970109999997
6629336,2014,2014-10-09,3711,2014-09-09,0920,6195,,2,5,7,3711,0,0,0,,0,814,"E MOUNTAIN VIEW DR",COPLEY,15.00,N,N,A,-,N,,,,,,,,,,N,2,0,1,1,C,-,18,,,N,H,A,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",1,0,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.11583469,32.767239170000003
6629337,2014,2014-10-09,3711,2014-09-09,0855,6391,,2,5,7,3711,0,0,0,,0,838,"UNIVERSITY AV","35TH ST",5.00,E,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21456,B,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.11803379,32.749759869999998
6629347,2014,2014-10-09,3711,2014-09-09,1419,6192,,2,5,7,3711,0,0,0,,0,242,"ACAMA ST","ACAMA CT",70.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,09,21804,A,N,A,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.15546734,32.926636940000002
6629350,2014,2014-10-09,3711,2014-09-09,0903,6891,,2,5,7,3711,0,0,0,,0,114,"DIANE AV","CLAIREMONT MESA BL",135.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,03,22350,,N,B,C,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.18704027,32.834899739999997
6629717,2014,2014-09-29,3711,2014-09-11,1939,4490,,4,5,7,3711,0,0,0,,0,327,"MONTEZUMA RD","E CAMPUS DR",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21651,B,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.06724009,32.77071007
6629729,2014,2014-10-07,3711,2014-09-13,1908,7024,3711,6,5,7,3711,0,0,0,,0,312,"TIERRASANTA BL","ESPLENDENTE BL",18.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.10117667999999,32.82305186
6629741,2014,2014-09-29,3711,2014-09-13,2010,7024,3711,6,5,7,3711,0,0,0,,0,313,"CLAIREMONT MESA BL","COMPLEX DR",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,11,21456,B,N,D,G,A,A,H,-,C,A,0,,Y,,,Y,Y,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.1346801,32.831340040000001
6629884,2014,2014-09-30,3711,2014-09-15,1000,7056,,1,5,7,3711,0,0,0,,0,437,"MEADOWBROOK DR","BLOOMFIELD RD",111.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,04,21703,,M,-,G,A,A,H,-,A,D,0,,Y,,,Y,,-,,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.03105501,32.70432503
6629900,2014,2014-09-30,3711,2014-09-14,1428,7130,,7,5,7,3711,0,0,0,,0,122,"MISSION BL","REED AV",66.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,1,A,-,"- ",,,N,-,I,A,A,H,-,A,D,0,,Y,,,Y,Y,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.25435398,32.792864979999997
6629903,2014,2014-09-29,3711,2014-09-12,0750,6562,MC1,5,5,7,3711,0,0,0,,0,824,"FAIRMONT AV","MONTEZUMA RD",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.09717003,32.772450030000002
6630676,2014,2016-05-24,9645,2014-09-04,2050,19410,,4,2,7,3711,0,1,1,,2,005,"RT 5","RT 8",800.00,N,N,A,-,Y,SD,11,5,-,R,20.312,R,3,S,Y,4,0,1,2,A,-,21,22106,,N,D,G,A,A,H,-,C,D,1,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,TO,"- ",32.762610000000002,-117.20511999999999,"SAN DIEGO","SAN DIEGO",-117.20493227,32.762749220000003
6631107,2014,2014-11-03,3711,2014-09-15,0738,6909,,1,5,7,3711,0,0,0,,0,934,"EL CAMINO REAL","CARMEL VALLEY RD",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,1,A,-,03,22350,,N,H,A,A,B,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.23715000999999,32.934710019999997
6637974,2014,2014-10-14,3711,2014-09-20,1215,4757,,6,5,7,3711,0,0,0,,0,528,"INDIA ST","GRAPE ST",180.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,B,E,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.16878936000001,32.724946989999999
6638311,2014,2014-10-08,3711,2014-09-11,0827,6513,,4,5,7,3711,0,0,0,,0,833,"UNIVERSITY AV","CHAMOUNE AV",0.00,,Y,A,-,N,,,,,,,,,,Y,2,0,1,2,A,-,12,21453,A,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.09658004000001,32.749600020000003
6638314,2014,2014-10-08,3711,2014-09-19,1858,6516,,5,5,7,3711,0,0,0,,0,621,"MESA COLLEGE DR","ASHFORD ST",300.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,3,A,-,"- ",,,M,B,G,A,A,H,-,B,D,0,,Y,,,Y,,-,,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.16049409,32.801771129999999
6638316,2014,2014-10-08,3711,2014-09-18,2028,6902,,4,5,7,3711,0,0,0,,0,813,"UNIVERSITY AV","39TH ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,M,D,G,A,A,H,-,C,D,0,,Y,,,Y,Y,-,,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.11065003,32.749690049999998
6640629,2014,2014-10-13,3711,2014-09-10,1744,7084,"S 2",3,5,7,3711,0,0,0,,0,723,"PALM AV","BEYER BL",15.00,W,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,08,22100,A,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,-,,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.07128853,32.583880000000001
6640637,2014,2014-10-13,3711,2014-09-05,1156,6789,,5,5,7,3711,0,0,0,,0,627,"6TH AV",ROBINSON,200.00,S,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21202,A,M,D,-,F,A,H,-,A,D,0,Y,Y,,,Y,,L,04,0,1,0,0,1,0,0,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.15953,32.74638212
6641911,2014,2014-10-06,3711,2014-05-06,0702,4806,,2,5,7,3711,0,0,0,,0,122,"MISSION BAY DR","GRAND AV",317.00,E,N,A,-,N,,,,,,,,,,N,4,0,1,2,-,-,"- ",,,N,H,G,A,A,H,-,A,D,0,,Y,,,Y,,-,"- ",0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.21447678,32.801233170000003
6643036,2014,2014-10-22,3711,2014-07-24,1740,6912,FSNVL,4,5,7,3711,0,0,0,,0,623,"FASHION VALLEY RD","FASHION VALLEY RD 1300",0.00,,-,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,-,,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.17045724,32.765227160000002
6643037,2014,2014-11-14,3711,2014-10-01,1150,5313,,3,5,7,3711,0,0,0,,0,723,"PALM AV","BEYER BL",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,A,01,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.07124005,32.583880069999999
6644812,2014,2014-10-10,3711,2014-09-11,1009,7025,,4,5,7,3711,0,0,0,,0,528,"STATE ST","HAWTHORN ST",600.00,W,N,A,-,N,,,,,,,,,,N,2,0,1,2,A,-,08,22107,,N,B,G,A,A,H,-,A,A,0,,Y,,,Y,,-,,1,0,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.16892141,32.728221240000003
6644816,2014,2014-10-10,3711,2014-09-20,0558,5985,,6,5,7,3711,0,0,0,,0,233,"CARMEL MOUNTAIN RD","STONEY CREEK CT",1253.00,W,N,B,-,N,,,,,,,,,,N,2,0,1,1,A,-,03,22350,,N,F,A,A,A,B,-,D,D,0,,Y,,,Y,,L,04,1,0,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.10649359,32.96190713
6644851,2014,2014-10-10,3711,2014-09-24,1230,6133,,3,5,7,3711,0,0,0,,0,124,"CAMINO DE LA COSTA","6300 CAMINO DE LA COSTA",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,1,A,-,03,22350,,N,F,J,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.27934599,32.823241889999998
6646808,2014,2014-10-17,3711,2014-09-29,1930,6329,SANDI,1,5,7,3711,0,0,0,,0,834,"THOM AV","38TH ST",8.00,W,N,B,-,N,,,,,,,,,,N,3,0,1,2,A,-,08,22107,,N,-,G,A,A,H,-,B,D,0,,Y,,,Y,,-,,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.1119759,32.740321129999998
6646847,2014,2014-10-09,3711,2014-09-27,1430,6059,,6,5,7,3711,0,0,0,,0,518,"CEDAR ST","31ST ST",0.00,,Y,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,12,22450,A,N,D,G,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.12753006,32.722310049999997
6647132,2014,2014-10-23,3711,2014-09-12,0708,6819,,5,5,7,3711,0,0,0,,0,447,"ALTADENA AV","EUCLID AV",8.00,W,N,A,-,N,,,,,,,,,,N,3,0,1,2,D,-,00,,,N,A,G,A,A,H,-,A,A,0,,Y,,,Y,,-,"- ",0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.08999,32.736980000000003
6647160,2014,2016-01-05,3711,2014-09-13,1745,4939,,6,5,7,3711,0,0,0,,0,821,"EL CAJON BL","ART ST",0.00,,Y,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,12,21453,A,N,D,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.06089009999999,32.764870039999998
6649532,2014,2014-10-28,3711,2014-09-04,0711,6702,,4,5,7,3711,0,0,0,,0,611,"MIDWAY DR","KEMPER ST",424.00,N,N,A,-,N,,,,,,,,,,N,3,0,1,2,A,-,05,21650,1,N,H,G,A,A,H,-,A,A,0,,Y,,,Y,,L,04,0,1,0,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.2162838,32.752798929999997
6649591,2014,2014-10-28,3711,2014-09-03,1544,4653,,3,5,7,3711,0,0,0,,0,122,"DAWES ST","GARNET AV",87.00,N,N,A,-,N,,,,,,,,,,N,4,0,1,2,A,-,09,21804,A,M,D,C,A,A,H,-,A,D,0,,Y,,,Y,,L,04,0,0,1,0,0,0,1,0,0,"- ","- ",,,"SAN DIEGO","SAN DIEGO",-117.25007804000001,32.797961319999999
